country,activity,attackdate,victim,group
DE,Not Found,2025-04-02 00:00:00.000000,hagemann-h.de,safepay
DE,Not Found,2025-04-04 00:00:00.000000,metten-maas.de,safepay
DE,Manufacturing,2025-04-05 00:00:00.000000,scheuerle-stuttgart.de,safepay
DE,Not Found,2025-04-04 00:00:00.000000,gewandhaus.bayern,safepay
US,Transportation/Logistics,2025-04-04 00:00:00.000000,morricetransportation.com,safepay
BR,Telecommunication,2025-05-11 17:23:57.238408,tvgoiania.com.br,devman
US,Not Found,2025-04-24 23:28:56.695447,Beaumont Products,dragonforce
US,Business Services,2025-04-11 00:00:00.000000,Statesman Business Advisors,dragonforce
ES,Hospitality and Tourism,2025-05-11 03:40:39.076437,www.regencytorviscas.com,stormous
ES,Hospitality and Tourism,2025-05-11 03:39:08.839399,www.regencycountryclub.com,stormous
,Hospitality and Tourism,2025-05-11 03:37:40.289193,www.regencyrestors.com,stormous
IT,Public Sector,2025-05-10 00:00:00.000000,Municipality of Pisa,nova
ZA,Consumer Services,2025-05-10 02:49:42.681564,Pienaar Brothers,devman
JP,Not Found,2025-05-10 02:49:40.557260,Victim from Japan,devman
CA,Not Found,2025-05-04 00:00:00.000000,EMX Enterprises,play
US,Technology,2025-05-09 19:15:12.792368,Verrex,play
US,Consumer Services,2025-05-02 00:00:00.000000,Sweet Shop USA,play
US,Technology,2025-05-02 00:00:00.000000,Gistic Research,play
US,Education,2025-05-06 00:00:00.000000,North Kitsap School District,nightspire
ES,Not Found,2025-05-08 00:00:00.000000,C.E.E. APTA,nightspire
US,Financial Services,2025-05-09 17:53:34.397116,CHECKCITY.COM,clop
US,Construction,2025-05-06 15:35:45.000000,Lake Shore Paving,medusa
US,Education,2025-05-06 15:42:10.000000,Russell Child Development Center,medusa
US,Business Services,2025-04-07 00:00:00.000000,Bervar and Jones,akira
AT,Construction,2025-01-29 00:00:00.000000,Klampfer Elektroanlagen,akira
US,Agriculture and Food Production,2025-05-09 11:26:02.478281,Mountain View Mushrooms,rhysida
US,Financial Services,2025-03-30 00:00:00.000000,hennessyfunds.com,lockbit3
TH,Not Found,2025-05-09 07:48:21.267485,dailynews.co.th,devman
US,Not Found,2025-05-08 00:00:00.000000,101 Arch Street,weyhro
US,Not Found,2025-05-04 00:00:00.000000,SHRADERLAW,qilin
US,Public Sector,2025-05-04 00:00:00.000000,www.hcsheriff.gov,qilin
CA,Manufacturing,2025-05-08 19:05:38.682803,UniTrak,play
PT,Manufacturing,2025-04-22 00:00:00.000000,Selenis (Evertis),akira
PT,Manufacturing,2025-05-08 00:00:00.000000,Selenis (Evertis is also involved),akira
IT,Technology,2025-05-08 00:00:00.000000,novaevo+ / T.consulT,nova
US,Technology,2025-05-07 21:14:26.000000,Amtech Software,monti
AE,Business Services,2025-05-08 05:49:43.585984,Khidmah,everest
GB,Construction,2025-05-08 05:48:26.178140,Kaefer,everest
PH,Telecommunication,2025-05-07 22:35:01.958105,gmanetwork.com,devman
AT,Transportation/Logistics,2025-05-07 09:15:41.822341,Transport Lutztulln,orca
GB,Financial Services,2025-05-04 00:00:00.000000,Julia Evans accountants,nightspire
US,Technology,2025-05-06 00:00:00.000000,mdgny.com,qilin
US,Healthcare,2025-05-06 00:00:00.000000,clinpath.com,qilin
US,Construction,2023-06-13 11:34:00.000000,gslelectric.com,qilin
US,Consumer Services,2025-05-06 00:00:00.000000,jbanksdesign.com,qilin
US,Not Found,2025-04-16 00:00:00.000000,gates-cooper.com,qilin
DE,Consumer Services,2025-05-06 18:25:17.147621,Langer & Langer,SilentRansomGroup
US,Business Services,2025-04-15 21:34:36.168171,Elmore & Bunn,SilentRansomGroup
US,Business Services,2025-04-13 04:29:49.826415,"The Dominguez Firm, LLP",SilentRansomGroup
US,Financial Services,2025-04-13 04:29:48.967466,USClaims,SilentRansomGroup
US,Business Services,2025-04-13 04:29:48.106676,Dean & Fulkerson,SilentRansomGroup
US,Business Services,2025-04-13 04:29:47.249748,Pajcic & Pajcic,SilentRansomGroup
US,Business Services,2025-04-10 17:29:42.049950,Shutts,SilentRansomGroup
US,Business Services,2025-04-10 07:29:11.645293,Fenwick & West LLP,SilentRansomGroup
US,Business Services,2025-04-09 15:28:18.886322,Fenwick,SilentRansomGroup
US,Financial Services,2025-04-08 09:29:07.701114,Liberty Tax,SilentRansomGroup
US,Business Services,2025-04-05 01:27:59.514962,McLaughlin & Stern,SilentRansomGroup
US,Financial Services,2025-04-05 01:27:58.594910,Roger Keith and Sons Insurance Agency,SilentRansomGroup
US,Business Services,2025-03-20 00:28:42.460171,Advantage Group GA,SilentRansomGroup
US,Business Services,2025-03-20 00:28:41.631792,Cors & Bassett,SilentRansomGroup
US,Financial Services,2025-03-20 00:28:40.805516,IFG Companies,SilentRansomGroup
US,Business Services,2025-03-20 00:28:39.979613,Kisling Nestico & Redick,SilentRansomGroup
US,Business Services,2025-03-20 00:28:39.142044,NCheng,SilentRansomGroup
US,Business Services,2025-03-20 00:28:38.317610,ADM LAW,SilentRansomGroup
CA,Business Services,2025-03-20 00:28:37.477679,McCague Borlack,SilentRansomGroup
US,Financial Services,2025-03-20 00:28:36.554745,First Financial Equity,SilentRansomGroup
US,Business Services,2025-03-19 21:28:48.281605,Barst Mukamal & Kleiner,SilentRansomGroup
US,Business Services,2025-03-19 21:28:47.457161,Olinsky Law Group,SilentRansomGroup
US,Financial Services,2025-03-19 21:28:46.620322,Pembrook Group,SilentRansomGroup
US,Business Services,2025-03-19 21:28:45.772556,Colucci Law Group,SilentRansomGroup
US,Financial Services,2025-03-19 21:28:44.904326,GreatFlorida Insurance Holding Corp.,SilentRansomGroup
US,Technology,2025-03-19 21:28:44.069227,Paycor,SilentRansomGroup
US,Not Found,2025-03-19 21:28:43.247019,Baxter Baker Sidle Conn & Jones,SilentRansomGroup
US,Financial Services,2025-03-19 21:28:42.329684,Chicago Atlantic Group,SilentRansomGroup
US,Financial Services,2025-03-19 06:29:17.518101,Mauldin & Jenkins,SilentRansomGroup
US,Business Services,2025-03-19 06:29:16.694718,Miller Canfield,SilentRansomGroup
US,Not Found,2025-03-16 22:34:16.556688,CRC Group,SilentRansomGroup
US,Financial Services,2025-02-05 10:55:11.495828,44North,SilentRansomGroup
US,Financial Services,2025-01-23 16:42:35.570720,EW Smith Insurance Agency,SilentRansomGroup
US,Financial Services,2025-01-17 03:43:30.809884,Anders CPAs + Advisors,SilentRansomGroup
,Not Found,2025-01-14 15:43:36.628992,"Black , Bashor & Porsch",SilentRansomGroup
US,Financial Services,2025-01-14 15:43:35.600722,Shea Barclay Group,SilentRansomGroup
US,Financial Services,2025-01-14 15:43:34.532316,ATLAS CPAs & Advisors,SilentRansomGroup
US,Business Services,2025-01-14 15:43:33.448754,Klehr Harrison Harvey Branzburg,SilentRansomGroup
US,Financial Services,2025-01-06 18:40:25.097410,Inspere Insurance Solutions,SilentRansomGroup
US,Financial Services,2025-01-04 09:41:08.804225,Cross Valley FCU,SilentRansomGroup
US,Business Services,2024-12-18 23:41:07.404683,Metro Public Adjustment,SilentRansomGroup
US,Financial Services,2024-12-16 18:40:02.802746,Palomar Insurance,SilentRansomGroup
US,Financial Services,2024-12-13 21:27:07.441843,Liberty Tax Service Inc,SilentRansomGroup
US,Not Found,2024-12-13 21:27:06.888821,Kotz Sangster Wysocki,SilentRansomGroup
US,Hospitality and Tourism,2024-12-13 21:27:06.310118,Marriott International Inc,SilentRansomGroup
US,Business Services,2024-02-22 21:27:04.939412,Cantey Hanger LLP,SilentRansomGroup
US,Business Services,2024-12-13 21:27:04.130590,JMJ Associates,SilentRansomGroup
,Not Found,2024-12-13 21:27:03.554779,Prime Consulting Group,SilentRansomGroup
US,Business Services,2024-12-13 21:27:02.886291,Ball Eggleston Law Firm,SilentRansomGroup
US,Energy,2024-12-13 21:27:02.307948,Tetra Technologies Inc,SilentRansomGroup
US,Financial Services,2022-06-07 21:27:01.293260,Lincoln Investment Planning LLC,SilentRansomGroup
US,Business Services,2024-12-13 21:26:59.867831,Quintairos Prieto Wood & Boyer PA,SilentRansomGroup
US,Not Found,2024-12-13 21:26:58.869303,"Bass , Berry & Sims PLC",SilentRansomGroup
US,Financial Services,2024-12-13 21:26:57.868470,Essex Property Trust,SilentRansomGroup
US,Financial Services,2024-12-13 21:26:56.854900,Davenport & Company LLC,SilentRansomGroup
US,Not Found,2024-12-13 21:26:55.851016,AG Adjustment,SilentRansomGroup
US,Hospitality and Tourism,2024-09-23 21:26:54.839746,Jacobs Entertainment Inc,SilentRansomGroup
CA,Business Services,2024-12-13 21:26:53.843554,McCague Borlack LLP,SilentRansomGroup
US,Business Services,2024-12-13 21:26:52.842696,Lane Gorman Trubitt,SilentRansomGroup
US,Hospitality and Tourism,2024-12-13 21:26:51.854246,AGT Slots,SilentRansomGroup
US,Financial Services,2024-12-13 21:26:50.871871,Integrity Home Mortgage Company,SilentRansomGroup
DE,Financial Services,2024-12-13 21:26:49.887732,Hannover Re,SilentRansomGroup
US,Financial Services,2024-12-13 21:26:48.880545,TWFG Insurance,SilentRansomGroup
US,Construction,2024-12-13 21:00:39.244895,Geocon Inc.,SilentRansomGroup
US,Business Services,2024-12-13 20:59:50.730830,Liebert Cassidy Whitmore Attorneys,SilentRansomGroup
US,Manufacturing,2024-12-13 20:59:33.770723,Rosenbauer America,SilentRansomGroup
US,Business Services,2024-12-13 20:59:03.106182,Haynie & Company PC,SilentRansomGroup
US,Business Services,2024-12-13 20:58:40.717623,"Williams, Kastner & Gibbs PLLC",SilentRansomGroup
US,Business Services,2024-05-01 20:58:14.319731,Sanchez Daniels & Hoffman LLP,SilentRansomGroup
US,Financial Services,2024-12-13 20:57:49.985262,Managed Benefits Advisors LLC,SilentRansomGroup
US,Business Services,2024-12-13 20:57:11.708966,Ted A Greve & Associates PA,SilentRansomGroup
US,Business Services,2024-12-13 20:56:16.806290,"Jardim, Meisner & Susser PC",SilentRansomGroup
US,Technology,2025-04-16 00:00:00.000000,ehlers-inc.com,lockbit3
DE,Not Found,2025-04-05 00:00:00.000000,eu-rec.de,safepay
,Not Found,2025-05-06 16:40:49.284808,schapmann,safepay
HK,Not Found,2025-03-19 00:00:00.000000,dosjm.com,safepay
US,Technology,2025-03-23 00:00:00.000000,biglevel.net,safepay
US,Healthcare,2025-03-13 00:00:00.000000,bloomfamilyeyesurgeons.com,safepay
PE,Not Found,2025-03-22 00:00:00.000000,kolpa.com.pe,safepay
US,Not Found,2025-03-30 00:00:00.000000,dreng.com,safepay
US,Manufacturing,2025-03-28 00:00:00.000000,mooregiles.com,safepay
US,Healthcare,2025-05-06 16:23:09.121200,Balance Diagnostics,everest
US,Business Services,2025-05-06 00:00:00.000000,"Daniels & Taylor, P.C",akira
BE,Public Sector,2025-04-21 00:00:00.000000,Commune de Jemeppe-sur-Sambre,ransomhouse
JP,Manufacturing,2025-05-06 00:00:00.000000,NSS 長崎船舶装備株式会社,qilin
,Not Found,2025-05-06 11:41:57.591601,**********li.com,cloak
IN,Not Found,2025-05-05 23:04:19.971812,SNS SYSTEM,killsec
FR,Not Found,2025-04-29 23:05:53.000000,LGM,termite
EG,Financial Services,2025-04-30 00:00:00.000000,Future Association for Microfinance,nightspire
CZ,Technology,2025-05-05 20:10:11.065167,Synthesia.com,IMNCrew
MX,Manufacturing,2025-05-05 20:09:42.927325,Grupo Herradura Occidente,IMNCrew
HR,Business Services,2025-05-05 20:09:35.159627,Croatianmint.hr,IMNCrew
US,Consumer Services,2025-05-05 20:09:06.002008,Derp.org,IMNCrew
ID,Financial Services,2025-05-05 20:08:38.219525,Abdainsurance.co.id,IMNCrew
US,Healthcare,2025-05-05 20:08:09.856896,Vnakc.org,IMNCrew
US,Not Found,2025-05-05 20:07:40.051722,Goodson.com,IMNCrew
CA,Healthcare,2025-05-05 19:26:08.168630,Mediprobe Research,rhysida
US,Technology,2025-04-21 00:00:00.000000,ATI Systems,play
RU,Not Found,2025-05-05 19:11:39.190098,Novosit,play
,Hospitality and Tourism,2025-04-29 00:00:00.000000,Downtown Travel,play
US,Technology,2025-04-28 00:00:00.000000,Rand Technology,play
CA,Construction,2025-05-05 19:06:50.238992,Alberta Construction Safety Association,play
US,Construction,2025-04-26 00:00:00.000000,Breen Construction Services,play
US,Not Found,2025-04-27 00:00:00.000000,Trybus,play
US,Hospitality and Tourism,2025-05-05 19:01:27.223462,Sugar Lake Lodge,play
US,Transportation/Logistics,2025-04-26 00:00:00.000000,Marine Technical Surveyors,play
US,Construction,2025-04-24 00:00:00.000000,Webcor,play
US,Manufacturing,2025-04-26 00:00:00.000000,Technical Die-Casting,play
GB,Construction,2025-05-05 16:50:27.000000,GPF Lewis,hunters
US,Manufacturing,2025-05-05 16:50:34.000000,Sioux Chief,hunters
DE,Agriculture and Food Production,2025-04-19 00:00:00.000000,OeTTINGER Brauerei,ransomhouse
SG,Consumer Services,2025-05-05 12:52:24.347679,https://pestbusters.com.sg/,devman
US,Business Services,2025-02-27 10:56:13.044000,Hire Velocity (lan.hirevelocity.com),lynx
US,Healthcare,2025-05-05 10:37:38.929721,Pulmonary Physicians of South Florida Clinics,BrainCipher
FR,Not Found,2025-02-17 10:35:39.041028,neatem.fr,BrainCipher
AE,Not Found,2025-05-05 10:33:55.623121,mbmdubai.com,BrainCipher
IN,Consumer Services,2025-05-05 10:31:45.547904,ddecor.com,BrainCipher
ES,Not Found,2025-05-05 10:30:14.548965,ruizre.es,BrainCipher
US,Transportation/Logistics,2025-05-05 10:28:02.953863,soundtransit.org,BrainCipher
PT,Hospitality and Tourism,2025-05-05 10:25:55.822101,valedolobo.com,BrainCipher
ES,Technology,2025-05-05 10:23:28.006690,edisoft.es,BrainCipher
CO,Not Found,2025-05-05 10:21:09.494244,iycsa.com.co,BrainCipher
,Not Found,2025-04-28 00:00:00.000000,Bentley Industries,interlock
US,Not Found,2025-05-04 20:55:01.292652,Cocoon,silent
IT,Consumer Services,2025-05-04 09:57:23.671887,Lubiam,sarcoma
CA,Not Found,2025-05-04 09:57:19.245363,NNC Firm,sarcoma
US,Energy,2025-05-04 09:57:14.908594,Defiance,sarcoma
BE,Business Services,2025-05-04 09:57:10.619262,Decoline,sarcoma
JP,Manufacturing,2025-04-14 00:00:00.000000,"TOMOKU CO., LTD.",gunra
US,Not Found,2025-05-03 07:42:37.163000,CabinC.com,lynx
US,Transportation/Logistics,2025-05-03 14:42:35.771532,American Eagle Logistics,monti
CH,Manufacturing,2025-05-03 13:11:03.634043,Kalin Hobeltechnik,rhysida
US,Education,2025-05-03 00:24:24.830044,Fowler Elementary School,interlock
ES,Not Found,2025-04-21 00:00:00.000000,Imedexsa,ransomhouse
FR,Technology,2025-05-02 00:00:00.000000,HCI Informatique d'entreprise,qilin
JP,Technology,2025-05-02 15:44:11.405000,runtec.co.jp,lynx
SG,Manufacturing,2025-04-28 00:00:00.000000,Megachem Singapore,qilin
SA,Healthcare,2025-05-01 00:00:00.000000,Jamjoom Pharma,everest
JO,Financial Services,2025-04-26 00:00:00.000000,Jordan Kuwait Bank,everest
CR,Energy,2025-03-14 07:59:36.008488,enersolcr.com,stormous
GB,Not Found,2025-03-17 07:57:22.059476,KYC UK,stormous
HU,Transportation/Logistics,2025-04-30 07:42:42.504674,Wizz Air,stormous
BR,Education,2025-02-17 00:00:00.000000,uva.edu.br,J
AU,Not Found,2025-02-22 00:00:00.000000,ausfec1.com.au,J
US,Public Sector,2025-02-23 00:00:00.000000,rosekennedygreenway.org,J
LU,Not Found,2025-03-02 00:00:00.000000,jean-petit.lu,J
AR,Not Found,2025-03-03 00:00:00.000000,atp.chaco.gob.ar,J
VN,Not Found,2025-03-03 00:00:00.000000,l-a.com.vn,J
DE,Manufacturing,2025-03-13 00:00:00.000000,automobile-mueller.info,J
CN,Manufacturing,2025-03-13 00:00:00.000000,laticrete.com.cn,J
US,Not Found,2025-03-13 00:00:00.000000,mygoalseek.com,J
DE,Not Found,2025-02-19 00:00:00.000000,derichsukonertz.de,lynx
TH,Not Found,2025-05-02 02:19:42.182393,smvthailand.com,devman
US,Business Services,2025-04-22 00:00:00.000000,kll-law.com,lockbit3
US,Technology,2024-09-09 17:41:15.941812,arc-com.com,lockbit3
US,Financial Services,2025-04-28 00:00:00.000000,pdcm.com,lockbit3
PE,Public Sector,2025-05-01 22:47:10.971102,Government of Peru,rhysida
CN,Healthcare,2025-05-01 21:48:42.797846,Chinese Healthcare Organisation,devman
SG,Manufacturing,2025-05-01 21:48:36.799311,Singapour Factory,devman
US,Technology,2025-05-01 21:01:51.120281,"Dedicated Web Consultants, Inc (USA) - dwcusa.com",skira
US,Healthcare,2025-05-01 00:00:00.000000,www.newseason.com,qilin
,Public Sector,2025-05-01 00:00:00.000000,cobbcounty,qilin
GB,Not Found,2025-03-28 00:00:00.000000,Defected Records,play
US,Not Found,2025-04-17 00:00:00.000000,ECOM America,play
US,Financial Services,2025-05-01 20:23:07.207034,Southern Fidelity,play
,Manufacturing,2025-05-01 20:21:26.472266,Custom Paper,play
US,Manufacturing,2025-04-23 00:00:00.000000,The Seydel Companies,play
US,Education,2025-03-15 00:00:00.000000,www.ancc.org,qilin
US,Business Services,2025-03-04 00:00:00.000000,Marsicovetere & Levine Law Group,akira
US,Construction,2025-04-09 00:00:00.000000,Insight Pipe Contracting,akira
US,Education,2025-04-16 15:07:35.009840,The Tech Interactive,moneymessage
IT,Not Found,2025-05-01 00:00:00.000000,StudioVaiani,incransom
US,Construction,2025-05-01 04:03:08.000000,"Weil Construction, Inc",medusa
MY,Transportation/Logistics,2025-05-01 00:00:00.000000,MALAYSIA AIRPORTS HOLDINGS BERHAD Part 1 of data taken !!!,qilin
MT,Healthcare,2025-04-30 00:00:00.000000,The Saint James Hospital Group,incransom
CA,Manufacturing,2025-04-30 00:00:00.000000,Janco Steel,interlock
US,Telecommunication,2025-05-01 02:31:20.807000,WDEF-TV,lynx
ZA,Technology,2025-05-01 01:20:50.587918,South African IT firm,devman
ZA,Business Services,2025-05-01 01:20:46.600134,South African Hr company,devman
ZA,Technology,2025-05-01 01:20:42.605585,dovesit.co.za,devman
US,Technology,2025-04-30 18:15:20.377000,SIMCO Electronics,bert
US,Manufacturing,2025-04-30 00:00:00.000000,Matrix New World Engineering,qilin
AU,Manufacturing,2025-04-10 00:00:00.000000,Watkins Steel,akira
US,Financial Services,2025-04-30 00:00:00.000000,"Southwood Financial,SWF FUNDING LLC, EduCap Inc.",akira
US,Telecommunication,2025-04-30 13:06:32.000000,Telco Intercontinental,hunters
US,Healthcare,2025-04-30 13:06:05.000000,Digestive Specialists,hunters
ES,Not Found,2025-04-30 13:06:12.000000,FCC,hunters
US,Business Services,2025-04-30 00:00:00.000000,mossyoak.com,qilin
US,Not Found,2025-04-30 00:00:00.000000,dlcid.com,qilin
US,Manufacturing,2025-04-20 00:00:00.000000,bostonconveyorandautomation.com,qilin
IT,Not Found,2025-04-30 00:00:00.000000,nuovadfl.it,qilin
,Not Found,2025-04-30 00:00:00.000000,rfsd13.org,qilin
JP,Manufacturing,2025-04-28 21:10:29.744000,Ushio,termite
CA,Education,2025-04-29 20:27:28.520832,Coop UQAM,rhysida
US,Construction,2025-03-24 00:00:00.000000,National Steel City,play
US,Manufacturing,2025-04-24 00:00:00.000000,PermaCold Engineering,play
US,Manufacturing,2025-04-24 00:00:00.000000,Missouri Pipe Fittings,play
US,Transportation/Logistics,2025-04-09 00:00:00.000000,Cooper Global Chauffeured,play
DE,Transportation/Logistics,2025-04-17 00:00:00.000000,BOLL Logistik,play
US,Construction,2025-04-22 00:00:00.000000,Gorham Sand & Gravel,play
US,Not Found,2025-04-15 00:00:00.000000,southernagllc.com,lynx
,Not Found,2025-04-29 00:00:00.000000,SoloVue,qilin
DO,Not Found,2025-04-29 00:00:00.000000,SJERP,nova
CA,Healthcare,2025-04-28 00:00:00.000000,Hpital Glengarry Memorial Hospital (clglen.local),incransom
US,Financial Services,2025-04-28 17:22:07.923000,"David Mills CPA, LLC",lynx
BR,Consumer Services,2025-04-25 00:00:00.000000,w8textil,nightspire
CZ,Public Sector,2025-04-27 00:00:00.000000,csspv,nightspire
SG,Business Services,2025-04-23 00:00:00.000000,Melco Capital Pte. Ltd.,nightspire
US,Business Services,2025-04-28 00:00:00.000000,Kramer Green Zuckerman Greene and Buchsbaum,akira
SA,Not Found,2025-04-23 00:00:00.000000,rawafid,nova
US,Manufacturing,2025-04-28 00:00:00.000000,Tolerance Masters,akira
FR,Not Found,2025-03-25 00:00:00.000000,Élan Sportif Nantes,nova
AR,Not Found,2025-03-22 00:00:00.000000,Tomio Ingeniería,nova
BR,Not Found,2025-03-27 00:00:00.000000,Ihara,nova
ES,Not Found,2025-03-28 00:00:00.000000,Pere Claver grup,nova
TW,Hospitality and Tourism,2025-03-30 00:00:00.000000,Formosa Chang,nova
US,Not Found,2025-04-10 00:00:00.000000,hasbco Company,nova
SA,Manufacturing,2025-04-14 00:00:00.000000,Al-Hejailan Group,nova
PT,Hospitality and Tourism,2025-04-15 00:00:00.000000,NewHotel cloud,nova
NO,Not Found,2025-04-15 00:00:00.000000,ARRCO LSM,nova
IT,Not Found,2025-04-16 00:00:00.000000,​​​​Bio-Clima Service,nova
BR,Technology,2025-04-16 00:00:00.000000,​​​​bettininformatica - suporteon,nova
MY,Agriculture and Food Production,2025-04-22 00:00:00.000000,​​​​agromate,nova
US,Business Services,2025-04-28 13:15:38.293818,LaBella Associates,rhysida
DE,Manufacturing,2025-04-23 00:00:00.000000,HELUKABEL,nova
CA,Telecommunication,2025-04-27 00:00:00.000000,DIALLOG,nova
US,Healthcare,2025-04-03 00:00:00.000000,CCHC Healthcare,qilin
US,Education,2025-03-21 00:00:00.000000,nccer.org,qilin
US,Healthcare,2025-03-31 00:00:00.000000,Dermatologists of Birmingham,qilin
MY,Transportation/Logistics,2025-03-23 00:00:00.000000,MALAYSIA AIRPORTS HOLDINGS BERHAD,qilin
US,Healthcare,2025-03-31 00:00:00.000000,www.latouchepediatrics.com,qilin
CZ,Public Sector,2025-03-22 00:00:00.000000,govcz,qilin
AR,Healthcare,2025-04-27 00:00:00.000000,Bioprofarma Bagó S.A,gunra
US,Business Services,2025-04-21 00:00:00.000000,Whitley Law Firm,qilin
US,Financial Services,2025-04-28 04:06:49.000000,Minnesota Lawyers Mutual Insurance,hunters
FJ,Not Found,2025-04-28 00:00:00.000000,RC Manubhai,qilin
US,Technology,2025-03-10 00:00:00.000000,FMT Consultants,play
US,Manufacturing,2025-04-23 00:00:00.000000,Mantel Machine Products,play
US,Technology,2025-04-22 00:00:00.000000,Scientel Solutions,play
US,Not Found,2025-04-19 00:00:00.000000,Haas & Associates,play
US,Construction,2025-04-27 20:43:37.354753,Crawford Door Sales,play
US,Construction,2025-04-27 00:00:00.000000,www.southlandscs.com,qilin
US,Not Found,2025-04-22 11:44:17.000000,Matthews Law,medusa
US,Not Found,2025-04-22 19:11:42.000000,Phelps United,medusa
US,Not Found,2025-04-24 05:24:54.000000,Conditioned Air Corporation,medusa
US,Public Sector,2025-04-24 05:49:10.000000,Appalachian Regional Commission,medusa
GB,Not Found,2025-03-20 00:00:00.000000,Linney,dunghill
US,Manufacturing,2025-01-23 00:00:00.000000,liftsolutionsinc.net,qilin
GB,Not Found,2025-02-06 00:00:00.000000,Penderels Trust,qilin
IT,Manufacturing,2025-04-26 00:00:00.000000,KLINGER Italy,gunra
CA,Telecommunication,2025-04-27 00:00:00.000000,DIALLOG company,ralord
CR,Technology,2025-04-25 00:00:00.000000,"Sisnet, Costa Rica",nightspire
US,Technology,2025-04-26 18:03:05.905617,MDB,rhysida
US,Hospitality and Tourism,2025-04-26 02:35:23.037075,Seneca Gaming & Entertainment,nitrogen
DE,Energy,2025-04-25 21:52:29.071886,Stadtwerke Schwerte GmbH,nitrogen
PT,Hospitality and Tourism,2025-04-25 17:26:09.472925,M'AR De AR Hotels,nitrogen
GT,Financial Services,2025-04-25 00:00:00.000000,DYNAMIS Insurance,akira
US,Transportation/Logistics,2025-03-27 00:00:00.000000,corporateflight.com,lynx
US,Financial Services,2025-04-07 00:00:00.000000,shgcpa.com,lynx
MX,Transportation/Logistics,2025-04-25 14:47:48.000000,Kenworth Del Sur,hunters
CH,Manufacturing,2025-04-25 00:00:00.000000,J. SCHNEEBERGER Maschinen AG,akira
US,Manufacturing,2025-02-24 15:54:51.839000,Penn Emblem (penn.local),lynx
PK,Financial Services,2025-04-25 13:26:08.000000,Kasb Bank - K-Trade,hunters
US,Business Services,2025-04-25 00:00:00.000000,Santa Cruz Properties,akira
US,Not Found,2025-04-25 00:00:00.000000,Cohn Lifland Pearlman Herrmann and Knopf,akira
US,Healthcare,2025-04-12 00:00:00.000000,DaVita,interlock
US,Education,2025-04-03 00:00:00.000000,Madison School District Schools,interlock
,Healthcare,2025-04-25 11:24:07.478584,EU victim,devman
US,Technology,2025-04-25 06:37:44.508965,Advanced Simulation Technology inc. (ASTi),silent
CA,Public Sector,2025-04-25 00:17:13.471000,impactcanada.com,lynx
US,Transportation/Logistics,2025-03-26 00:00:00.000000,pay4freight.com,lynx
US,Transportation/Logistics,2025-04-24 22:53:25.170000,greatplainstransport.com,lynx
US,Construction,2025-03-31 00:00:00.000000,buildingmaterialspecialties.com,lynx
US,Business Services,2025-03-26 00:00:00.000000,friscochamber.com,lynx
US,Manufacturing,2025-04-24 19:00:36.807871,Pacific Metallurgical,blacksuit
US,Not Found,2025-04-24 18:58:59.152837,The Fortune Society,blacksuit
BR,Not Found,2025-04-24 00:00:00.000000,Dress To,akira
,Technology,2025-04-24 15:17:36.206000,end2endtechnologies,lynx
US,Agriculture and Food Production,2025-04-24 00:00:00.000000,Oversea Casing,akira
US,Not Found,2025-04-23 00:00:00.000000,Fogelman Management Group,akira
GB,Business Services,2025-04-24 13:01:58.287000,Vicarage Court Solicitors,lynx
US,Healthcare,2025-04-24 10:36:00.000000,arkansasprimarycare.com,incransom
CA,Manufacturing,2025-04-24 10:51:47.980377,Fleet Canada,silent
CN,Construction,2025-04-24 09:56:52.680997,China Harbour Engeneiring Company,devman
DE,Manufacturing,2025-04-23 00:00:00.000000,HELUKABEL company,ralord
GB,Education,2025-04-24 07:04:31.618978,thederbyhighschool.co.uk,kairos
FR,Agriculture and Food Production,2025-04-21 00:00:00.000000,"MFR CULTIVONS LES REUSSITES, France",nightspire
SA,Not Found,2025-04-23 00:00:00.000000,rawafid company,ralord
EC,Public Sector,2025-04-06 20:59:36.000000,tecnologias.mspz2.gob.ec,babuk2
IT,Agriculture and Food Production,2025-04-23 18:02:45.508000,Farmo Res,lynx
US,Healthcare,2025-04-23 18:38:18.636603,coloradopulmonary.com,kairos
,Hospitality and Tourism,2025-04-23 17:43:24.552133,Two Kings Casino Resort,anubis
US,Energy,2025-04-23 00:00:00.000000,Rayle Electric Membership Corporation,akira
,Not Found,2025-04-23 15:05:49.743361,Milicic,rhysida
PA,Manufacturing,2025-04-15 00:00:00.000000,Varela Hermanos,gunra
EG,Healthcare,2025-04-07 00:00:00.000000,Dar Al Teb,gunra
JP,Technology,2025-04-23 14:08:53.953112,Shinko Shoji,gunra
US,Not Found,2025-04-23 12:33:16.023880,ESP Associates,silent
US,Technology,2025-04-23 12:33:16.023880,Versa Networks,silent
IT,Not Found,2025-04-23 00:00:00.000000,lemi-group,incransom
SG,Not Found,2025-04-23 09:26:34.829961,N8XT,crypto24
LU,Manufacturing,2025-04-23 00:00:00.000000,www.unitedcaps.com,qilin
AT,Not Found,2025-04-23 06:14:00.000000,Mafi,hunters
CA,Manufacturing,2025-03-17 00:00:00.000000,Jet Ice,play
TW,Technology,2025-04-18 00:00:00.000000,"M-POWER Information, Taiwan",nightspire
CA,Healthcare,2025-04-13 00:00:00.000000,"promenade-village-dental, Canada",nightspire
